CollectionCode,HMS,StructuredFormula,StructureType,Reference,CellParameter,Temperature,ANXFormula,ChemicalName,MineralGroup,MineralSuperGroup,CalculatedDensity(g/cm3),PublicationYear,Pdf,DOI or Link,
34170,F d -3 m Z,Ho2 Mo2 O7,Ca2Nb2O7,"Journal of Alloys and Compounds (2021) 865,   Article ID 158958",10.26902(7) 10.26902(7) 10.26902(7) 90. 90. 90.,293,A2B2X7,Diholmium dimolybdate,,,7.77,2021,01-090-5542,,
34175,F d -3 m Z,Ho2 (Mo0.9 Mn0.1)2 O7,Ca2Nb2O7,"Journal of Alloys and Compounds (2021) 865,   Article ID 158958",10.20400(9) 10.20400(9) 10.20400(9) 90. 90. 90.,293,A2B2X7,Digadolinium manganese molybdenum heptaoxide,,,7.82,2021,01-090-5543,,
34479,F d -3 m Z,Eu2 Zr2 O7,Ca2Nb2O7,"High Pressure Research (2017) 37, (2) p. 256-266",10.5518(9) 10.5518(9) 10.5518(9) 90. 90. 90.,293,A2B2X7,Dieuropium dizirconate,,,6.77,2017,01-090-5647,https://doi.org/10.1080/08957959.2017.1300886,
34883,F d -3 m Z,Y2.006 Ti2 O7,Ca2Nb2O7,"Journal of the Ceramic Society of Japan (2021) 129, (1) p. 22-31",10.09750(2) 10.09750(2) 10.09750(2) 90. 90. 90.,293,A2B2X7,"Diyttrium dititanate, yttrium-excess",,,4.98,2021,01-090-5780,https://doi.org/10.2109/jcersj2.20165,
34885,F d -3 m Z,Y2.032 Ti2 O7,Ca2Nb2O7,"Journal of the Ceramic Society of Japan (2021) 129, (1) p. 22-31",10.09750(2) 10.09750(2) 10.09750(2) 90. 90. 90.,293,A2B2X7,"Diyttrium dititanate, yttrium-excess",,,5.01,2021,01-090-5781,,
35004,F d -3 m Z,Gd2 In Sb O7,Ca2Nb2O7,"Journal of Rare Earths (2021) 39, (11) p. 1327-1335",10.562 10.562 10.562 90. 90. 90.,293,A2B2X7,"Digadolinium indium antimonate, europium(III)-doped (15 mol.%)",,,7.48,2021,01-090-5848,https://doi.org/10.1016/j.jre.2020.08.002,
35077,F d -3 m Z,Gd2 (Zr2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2021) 867,   Article ID 159032",10.5459(10) 10.5459(10) 10.5459(10) 90. 90. 90.,293,A2B2X7,Digadolinium dizirconate,,,6.9,2021,01-090-5884,https://doi.org/10.1016/j.jallcom.2021.159032,
35083,F d -3 m Z,Gd2 (Zr2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2021) 867,   Article ID 159032",10.5465(2) 10.5465(2) 10.5465(2) 90. 90. 90.,293,A2B2X7,Digadolinium dizirconate,,,6.9,2021,01-090-5887,,
35114,F d -3 m Z,Gd2 (Zr2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2021) 867,   Article ID 159032",10.5486(2) 10.5486(2) 10.5486(2) 90. 90. 90.,293,A2B2X7,Digadolinium dizirconate,,,6.89,2021,01-090-5888,,
35131,F d -3 m Z,Gd2 (Zr2 O7),Ca2Nb2O7,"Journal of Alloys and Compounds (2021) 867,   Article ID 159032",10.5466(1) 10.5466(1) 10.5466(1) 90. 90. 90.,293,A2B2X7,Digadolinium dizirconate,,,6.9,2021,01-076-1049,,
35849,F d -3 m Z,Lu2 Ir2 O6.97,Ca2Nb2O7,"Physical Review B (2020) 101, (10)  Article ID 104404",10.094(1) 10.094(1) 10.094(1) 90. 90. 90.,293,A2B2X7,Dilutetium diiridate(IV),,,10.95,2020,01-090-6001,https://doi.org/10.1103/PhysRevB.101.104404,
35850,F d -3 m Z,Yb2 Ir2 O6.97,Ca2Nb2O7,"Physical Review B (2020) 101, (10)  Article ID 104404",10.104(1) 10.104(1) 10.104(1) 90. 90. 90.,293,A2B2X7,Diytterbium diiridate(IV),,,10.87,2020,01-090-6002,,
37388,F d -3 m Z,Dy2 (Ti0.2 Zr0.2 Hf0.2 Ge0.2 Sn0.2)2 O7,Ca2Nb2O7,"Journal of Alloys and Compounds (2021) 883,   Article ID 160773",10.301(1) 10.301(1) 10.301(1) 90. 90. 90.,293,A2B2X7,Didysprosium titanium zirconium hafnium germanium tin heptaoxide,,,7.78,2021,01-090-6506,https://doi.org/10.1016/j.jallcom.2021.160773,
37602,F d -3 m Z,Y2 Ga Sb O7,Ca2Nb2O7,"Journal of Alloys and Compounds (2019) 771,  p. 89-99",10.1777 10.1777 10.1777 90. 90. 90.,293,A2B2X7,Diyttrium gallium antimonate,,,6.06,2019,01-090-6653,https://doi.org/10.1016/j.jallcom.2018.08.235,
37603,F d -3 m Z,Dy2 Ga Sb O7,Ca2Nb2O7,"Journal of Alloys and Compounds (2019) 771,  p. 89-99",10.2058 10.2058 10.2058 90. 90. 90.,293,A2B2X7,Didysprosium gallium antimonate,,,7.85,2019,01-090-6654,,3
37604,F d -3 m Z,Gd2 Ga Sb O7,Ca2Nb2O7,"Journal of Alloys and Compounds (2019) 771,  p. 89-99",10.265 10.265 10.265 90. 90. 90.,293,A2B2X7,Digadolinium gallium antimonate,,,7.59,2019,01-090-6655,,
38990,F d -3 m Z,Bi1.02 Ti O3.50,Bi2Ti2O7,"IUCrJ -International Union of Crystallography Journal (2019) 6, (3) p. 438-446",10.4476(9) 10.4476(9) 10.4476(9) 90.0 90.0 90.0,1273.15,A2B2X7,Bismuth titanate,,,7.39,2019,01-090-7104,https://doi.org/10.1107/S2052252519003804,
40264,F d -3 m Z,Ca0.92 U1.08 (Ti2 O7),Ca2Nb2O7,"Journal of Solid State Chemistry (1989) 82,  p. 146-150",10.1579(5) 10.1579(5) 10.1579(5) 90. 90. 90.,293,A2B2X7,Calcium uranium dititanate (.92/1.08/1),,,6.36,1989,01-073-6606,https://doi.org/10.1016/0022-4596(89)90234-X,
40588,F d -3 m Z,Ca0.8 Ce1.2 Sn2 O7,Ca2Nb2O7,"Journal of Solid State Chemistry (1991) 92,  p. 320-326",10.488 10.488 10.488 90. 90. 90.,293,A2B2X7,Calcium cerium distannate (.8/1.2/1),,,6.33,1991,01-088-1852,https://doi.org/10.1016/0022-4596(91)90340-N,
41716,F d -3 m Z,Nd2 Sc Nb O7,Ca2Nb2O7,"Journal of Solid State Chemistry (1979) 27,  p. 115-122",10.5336(3) 10.5336(3) 10.5336(3) 90. 90. 90.,293,A2B2X7,Dineodymium scandium niobium oxide,,,6.12,1979,01-075-1140,https://doi.org/10.1016/0022-4596(79)90150-6,
41717,F d -3 m Z,Y Gd Sc Sb O7,Ca2Nb2O7,"Journal of Solid State Chemistry (1979) 27,  p. 115-122",10.3836(4) 10.3836(4) 10.3836(4) 90. 90. 90.,293,A2B2X7,Yttrium gadolinium scandium antimony(V) oxide,,,6.23,1979,01-075-1191,,
42702,F d -3 m Z,Y2 (Ti2 O7),Ca2Nb2O7,"Zeitschrift fuer Kristallographie (1970) 131,  p. 278-288",10.0896(14) 10.0896(14) 10.0896(14) 90. 90. 90.,293,A2B2X7,Diyttrium dititanate,,,4.99,1970,01-089-2065,,
46126,F d -3 m Z,Y2 Zr2 O7,Ca2Nb2O7,"Journal of Superconductivity and Novel Magnetism (2021) 34, (2) p. 435-441",10.4531(1) 10.4531(1) 10.4531(1) 90. 90. 90.,293,A2B2X7,Diyttrium dizirconium heptaoxide,,,5.49,2021,01-090-8060,,
46127,F d -3 m Z,Y2 (Zr1.9 Mn0.1) O7,Ca2Nb2O7,"Journal of Superconductivity and Novel Magnetism (2021) 34, (2) p. 435-441",10.4507(1) 10.4507(1) 10.4507(1) 90. 90. 90.,293,A2B2X7,Diyttrium zirconium manganese(IV) heptaoxide,,,5.45,2021,01-090-8061,,
46128,F d -3 m Z,Y2 (Zr1.8 Mn0.2) O7,Ca2Nb2O7,"Journal of Superconductivity and Novel Magnetism (2021) 34, (2) p. 435-441",10.4468(2) 10.4468(2) 10.4468(2) 90. 90. 90.,293,A2B2X7,Diyttrium zirconium manganese(IV) heptaoxide,,,5.42,2021,01-090-8062,,
48170,F d -3 m Z,Eu2 Ti2 O7,Ca2Nb2O7,"Advanced Powder Technology (2022) 33, (3)  Article ID 103501 (p. 1-9)",10.20951(1) 10.20951(1) 10.20951(1) 90. 90. 90.,293,A2B2X7,Dieuropium dititanium heptaoxide,,,6.39,2022,01-077-1428,,
48173,F d -3 m Z,(Eu0.5 Y0.5)2 Ti2 O7,Ca2Nb2O7,"Advanced Powder Technology (2022) 33, (3)  Article ID 103501 (p. 1-9)",10.15355(5) 10.15355(5) 10.15355(5) 90. 90. 90.,293,A2B2X7,Europium yttrium dititanium heptaoxide,,,5.69,2022,01-077-1431,,
48174,F d -3 m Z,Y2 Ti2 O7,Ca2Nb2O7,"Advanced Powder Technology (2022) 33, (3)  Article ID 103501 (p. 1-9)",10.20951(1) 10.20951(1) 10.20951(1) 90. 90. 90.,293,A2B2X7,Diyttrium dititanium heptaoxide,,,4.81,2022,01-077-1432,,
48347,F d -3 m Z,Gd2 Pt2 O7,Ca2Nb2O7,"Physical Review B (2022) 105, (9)  Article ID 094402 (p. 1-11)",10.26328(1) 10.26328(1) 10.26328(1) 90. 90. 90.,298,A2B2X7,Digadolinium diplatinum heptaoxide,,,10.04,2022,,,
48876,F d -3 m Z,(Bi1.5 Fe0.5) Ti2 O7,Bi2Ti2O7,"Inorganic Chemistry (2022) 61, (34) p. 13369-13378",10.3152(5) 10.3152(5) 10.3152(5) 90. 90. 90.,293,A2B2X7,Bismuth iron dititanium heptaoxide,,,6.65,2022,,,
48877,F d -3 m Z,(Bi1.5 Fe0.5) Ti2 O7,Ca2Nb2O7,"Inorganic Chemistry (2022) 61, (34) p. 13369-13378",10.3152(5) 10.3152(5) 10.3152(5) 90. 90. 90.,293,A2B2X7,Bismuth iron dititanium heptaoxide,,,6.65,2022,,,
50033,F d -3 m Z,Ca Nd (Nb2 O7),Ca2Nb2O7,"Materials Research Bulletin (1997) 32, (4) p. 421-430",10.437(1) 10.437(1) 10.437(1) 90. 90. 90.,293,A2B2X7,Calcium neodymium diniobate,,,5.63,1997,01-087-0020,,
50034,F d -3 m Z,Ca Nd (Nb2 O7),Ca2Nb2O7,"Materials Research Bulletin (1997) 32, (4) p. 421-430",10.4153(1) 10.4153(1) 10.4153(1) 90. 90. 90.,293,A2B2X7,Calcium neodymium diniobate,,,5.67,1997,01-087-0021,,
50035,F d -3 m Z,Ca Y (Nb2 O7),Ca2Nb2O7,"Materials Research Bulletin (1997) 32, (4) p. 421-430",10.3155(1) 10.3155(1) 10.3155(1) 90. 90. 90.,293,A2B2X7,Calcium yttrium diniobate,,,5.17,1997,01-087-0022,,
50299,F d -3 m Z,(Tl1.8 Sc0.2) (Mn2 O7),Ca2Nb2O7,"Science (Washington, DC, United States) (1997) 277,  p. 546-549",9.869(1) 9.869(1) 9.869(1) 90. 90. 90.,296,A2B2X7,Thallium scandium dimanganate(IV) (1.8/0.2/1),,,8.27,1997,01-087-0272,,
50311,F d -3 m Z,Bi2 (Sn2 O7),Ca2Nb2O7,"Zeitschrift fuer Kristallographie (1997) 212,  p. 297-301",10.7225(7) 10.7225(7) 10.7225(7) 90. 90. 90.,996,A2B2X7,Dibismuth distannate - gamma,,,8.27,1997,01-087-0284,,
51157,F d -3 m Z,Tl2 Ru2 O6.96,Ca2Nb2O7,"Journal of Solid State Chemistry (1998) 140,  p. 182-193",10.1831(2) 10.1831(2) 10.1831(2) 90. 90. 90.,295,A2B2X7,Thallium ruthenium oxide (2/2/6.96),,,9.09,1998,01-070-2660,,
51158,F d -3 m Z,Tl2 (Ru2 O7),Ca2Nb2O7,"Journal of Solid State Chemistry (1998) 140,  p. 182-193",10.1865(2) 10.1865(2) 10.1865(2) 90. 90. 90.,295,A2B2X7,Dithallium diruthenate(VI),,,9.09,1998,01-070-2661,,
51573,F d -3 m Z,La2 (Zr2 O7),Ca2Nb2O7,"Zeitschrift fuer Kristallographie (2001) 216,  p. 92-98",10.7997(3) 10.7997(3) 10.7997(3) 90. 90. 90.,293,A2B2X7,Dilanthanum dizirconate,,,6.04,2001,01-070-5602,,
51587,F d -3 m Z,Sm2 Mo2 O3.83 N3.17,Ca2Nb2O7,"Materials Research Bulletin (2001) 36,  p. 1521-1530",10.4975(5) 10.4975(5) 10.4975(5) 90 90 90,293,A2B2X7,Samarium molybdenum oxide nitride (2/2/3.83/3.17),,,6.87,2001,01-073-6735,,
54791,F d -3 m Z,Y2 Ti2 O7,,"Journal of Solid State Chemistry (2022) 315,   Article ID 123446",10.0938(2) 10.0938(2) 10.0938(2) 90. 90. 90.,293,A2B2X7,Dittrium dititanium heptaoxide,,,4.98,2022,01-073-7328,,
56515,F d -3 m Z,Tl2 (Mn2 O7),Ca2Nb2O7,"Physical Review B: Condensed Matter and Materials Physics (1999) 59,  p. 1249-1254",9.89093(7) 9.89093 9.89093 90. 90. 90.,298,A2B2X7,Dithallium(III) dimanganate(IV),,,8.66,1999,01-071-5192,,
56516,F d -3 m Z,Y2 (Mn2 O7),Ca2Nb2O7,"Physical Review B: Condensed Matter and Materials Physics (1999) 59,  p. 1249-1254",9.91268(3) 9.91268 9.91268 90. 90. 90.,298,A2B2X7,Diyttrium dimanganate(IV),,,5.45,1999,01-071-5193,,
56517,F d -3 m Z,In2 (Mn2 O7),Ca2Nb2O7,"Physical Review B: Condensed Matter and Materials Physics (1999) 59,  p. 1249-1254",9.70786(9) 9.70786 9.70786 90. 90. 90.,298,A2B2X7,Diindium dimanganate(IV),,,6.56,1999,01-071-5194,,
56518,F d -3 m Z,Lu2 (Mn2 O7),Ca2Nb2O7,"Physical Review B: Condensed Matter and Materials Physics (1999) 59,  p. 1249-1254",9.82684(3) 9.82684 9.82684 90. 90. 90.,298,A2B2X7,Dilutetium dimanganate(IV),,,8,1999,01-071-5195,,
60527,F d -3 m Z,Gd2 Cr Sb O7,Ca2Nb2O7,"Journal of Physics and Chemistry of Solids (1985) 46, (8) p. 921-923",10.266(1) 10.266(1) 10.266(1) 90. 90. 90.,293,A2B2X7,Digadolinium chromium antimony(v)heptaoxide,,,7.37,1985,01-077-2213,,
60528,F d -3 m Z,Gd2 Mn Sb O7,Ca2Nb2O7,"Journal of Physics and Chemistry of Solids (1985) 46, (8) p. 921-923",10.293(1) 10.293(1) 10.293(1) 90. 90. 90.,293,A2B2X7,Digadolinium manganese antimony(v)heptaoxide,,,7.35,1985,01-077-2214,,
60529,F d -3 m Z,Gd2 Fe Sb O7,Ca2Nb2O7,"Journal of Physics and Chemistry of Solids (1985) 46, (8) p. 921-923",10.311(1) 10.311(1) 10.311(1) 90. 90. 90.,293,A2B2X7,Digadolinium iron antimony(v)heptaoxide,,,7.32,1985,01-077-2215,,
60530,F d -3 m Z,Gd2 In Sb O7,Ca2Nb2O7,"Journal of Physics and Chemistry of Solids (1985) 46, (8) p. 921-923",10.486(1) 10.486(1) 10.486(1) 90. 90. 90.,293,A2B2X7,Digadolinium indium antimony(v)heptaoxide,,,7.64,1985,01-077-2216,,
62793,F d -3 m Z,Nd2 Zr2 O7,Ca2Nb2O7,"Materials Research Bulletin (1984) 19,  p. 1149-1156",10.676(4) 10.676(4) 10.676(4) 90. 90. 90.,293,A2B2X7,Dineodymium dizirconium heptaoxide - prepared at 1623 K,,,6.36,1984,01-078-1617,,
62794,F d -3 m Z,Nd2 Zr2 O7,Ca2Nb2O7,"Materials Research Bulletin (1984) 19,  p. 1149-1156",10.676(4) 10.676(4) 10.676(4) 90. 90. 90.,293,A2B2X7,Dineodymium dizirconium heptaoxide - prepared at 1823 K,,,6.36,1984,01-078-1618,,
62796,F d -3 m Z,Nd2 (Ce0.05 Zr0.95)2 O7,Ca2Nb2O7,"Materials Research Bulletin (1984) 19,  p. 1149-1156",10.687(4) 10.687(4) 10.687(4) 90. 90. 90.,293,A2B2X7,Neodymium cerium zirconium oxide (2/0.1/1.9/7) prepared at 1823 K,,,6.4,1984,01-078-1620,,
62797,F d -3 m Z,Nd2 (Ce0.1 Zr0.9)2 O7,Ca2Nb2O7,"Materials Research Bulletin (1984) 19,  p. 1149-1156",10.700(3) 10.700(3) 10.700(3) 90. 90. 90.,293,A2B2X7,Neodymium cerium zirconium oxide (2/0.2/1.8/7) prepared at 1623 K,,,6.43,1984,01-078-1621,,
62798,F d -3 m Z,Nd2 (Ce0.1 Zr0.9)2 O7,Ca2Nb2O7,"Materials Research Bulletin (1984) 19,  p. 1149-1156",10.700(3) 10.700(3) 10.700(3) 90. 90. 90.,293,A2B2X7,Neodymium cerium zirconium oxide (2/0.2/1.8/7) prepared at 1823 K,,,6.43,1984,01-078-1622,,
62799,F d -3 m Z,Nd2 (Ce0.2 Zr0.8)2 O7,Ca2Nb2O7,"Materials Research Bulletin (1984) 19,  p. 1149-1156",10.728(3) 10.728(3) 10.728(3) 90. 90. 90.,293,A2B2X7,Neodymium cerium zirconium oxide (2/0.4/1.6/7) prepared at 1623 K,,,6.48,1984,01-078-1623,,
62800,F d -3 m Z,Nd2 (Ce0.2 Zr0.8)2 O7,Ca2Nb2O7,"Materials Research Bulletin (1984) 19,  p. 1149-1156",10.728(3) 10.728(3) 10.728(3) 90. 90. 90.,293,A2B2X7,Neodymium cerium zirconium oxide (2/0.4/1.6/7) prepared at 1823 K,,,6.48,1984,01-078-1624,,
65618,F d -3 m Z,Yb2 (Ge2 O7),Ca2Nb2O7,"Zhurnal Strukturnoi Khimii (1988) 29,  p. 150-152",9.827(2) 9.827(2) 9.827(2) 90. 90. 90.,293,A2B2X7,Diytterbium mue-oxo-hexaoxodigermanate,,,8.44,1988,01-079-0669,,
66874,F d -3 m Z,Y2 Ti2 O7,Ca2Nb2O7,"Materials Research Society Symposium Proceedings (1990) 166,  p. 81-86",10.0947(1) 10.0947(1) 10.0947(1) 90. 90. 90.,293,A2B2X7,Diyttrium dititanium oxide,,,4.98,1990,01-085-1584,,
66875,F d -3 m Z,Y2 (Zr0.6 Ti0.4)2 O7,Eu2Zr2O7,"Materials Research Society Symposium Proceedings (1990) 166,  p. 81-86",10.2910(4) 10.2910(4) 10.2910(4) 90. 90. 90.,293,A2B2X7,Diyttrium zirconium titanium oxide (2/1.2/0.8/7),,,5.33,1990,01-085-1585,,
68264,F d -3 m Z,Zr1.49 Gd1.49 O5.21,,"Solid State Ionics (1989) 31,  p. 319-328",10.5295(4) 10.5295(4) 10.5295(4) 90. 90. 90.,293,A2B2X7,Zirconium gadolinium oxide (1.49/1.49/5.21),,,5.16,1989,01-080-0470,,
70168,F d -3 m Z,Bi1.5 Sb1.5 Zn O7,Bi2Ti2O7,"Journal of Solid State Chemistry (2023) 321,   Article ID 123917",10.44420(3) 10.44420(3) 10.44420(3) 90 90 90,293,A2B2X7,Bismuth antimony zinc oxide,,,7.85,2023,,,
70169,F d -3 m Z,Bi1.5 Sb1.5 Zn0.5 Cu0.5 O7,Bi2Ti2O7,"Journal of Solid State Chemistry (2023) 321,   Article ID 123917",10.43345(3) 10.43345(3) 10.43345(3) 90 90 90,293,A2B2X7,Bismuth antimony zinc copper oxide,,,7.87,2023,,,
70170,F d -3 m Z,Bi1.5 Sb1.5 Cu O7,Bi2Ti2O7,"Journal of Solid State Chemistry (2023) 321,   Article ID 123917",10.42330(3) 10.42330(3) 10.42330(3) 90 90 90,293,A2B2X7,Bismuth antimony copper oxide,,,7.88,2023,,,
72206,F d -3 m Z,Ca2 Nb2 O7,Ca2Nb2O7,"Materials Research Bulletin (1992) 27,  p. 981-988",10.4445(5) 10.4445(5) 10.4445(5) 90. 90. 90.,293,A2B2X7,Dicalcium diniobium oxide,,,4.41,1992,01-081-0841,,
74706,F d -3 m Z,Y2 (Sn2 O7),Ca2Nb2O7,"Powder Diffraction (1993) 8, (4) p. 245-248",10.3723(1) 10.3723(1) 10.3723(1) 90. 90. 90.,295,A2B2X7,Diyttrium distannate,,,6.28,1993,01-082-0662,,
75601,F d -3 m Z,Cd2 (Nb2 O7),Ca2Nb2O7,"Materials Research Bulletin (1994) 29, (9) p. 987-992",10.375(2) 10.375(2) 10.375(2) 90. 90. 90.,295,A2B2X7,Dicadmium diniobate,,,6.22,1994,01-082-1508,,
75602,F d -3 m Z,Cd2 (Nb2 O7),Ca2Nb2O7,"Materials Research Bulletin (1994) 29, (9) p. 987-992",10.379(2) 10.379(2) 10.379(2) 90. 90. 90.,360,A2B2X7,Dicadmium diniobate,,,6.21,1994,01-082-1509,,
75603,F d -3 m Z,Cd2 (Nb2 O7),Ca2Nb2O7,"Materials Research Bulletin (1994) 29, (9) p. 987-992",10.384(2) 10.384(2) 10.384(2) 90. 90. 90.,440,A2B2X7,Dicadmium diniobate,,,6.2,1994,01-082-1510,,
75604,F d -3 m Z,Cd2 (Nb2 O7),Ca2Nb2O7,"Materials Research Bulletin (1994) 29, (9) p. 987-992",10.391(2) 10.391(2) 10.391(2) 90. 90. 90.,525,A2B2X7,Dicadmium diniobate,,,6.19,1994,01-082-1511,,
75605,F d -3 m Z,Cd2 (Ta2 O7),Ca2Nb2O7,"Materials Research Bulletin (1994) 29, (9) p. 987-992",10.370(2) 10.370(2) 10.370(2) 90. 90. 90.,295,A2B2X7,Dicadmium ditantalate,,,8.32,1994,01-082-1512,,
79326,F d -3 m Z,(Pb0.2 Nd1.8) (Ru2 O6.962),Ca2Nb2O7,"Journal of Solid State Chemistry (1995) 114,  p. 15-23",10.33705(16) 10.33705(16) 10.33705(16) 90. 90. 90.,293,A2B2X7,Lead neodymium ruthenium oxide (0.2/1.8/2/6.96),,,7.39,1995,01-083-0239,,
79327,F d -3 m Z,Nd2 (Ru2 O7),Ca2Nb2O7,"Journal of Solid State Chemistry (1995) 114,  p. 15-23",10.3362(2) 10.3362(2) 10.3362(2) 90. 90. 90.,293,A2B2X7,Neodymium diruthenate(IV),,,7.25,1995,01-083-0240,,
79331,F d -3 m Z,(Pb0.2 Gd1.8) (Ru2 O6.962),Ca2Nb2O7,"Journal of Solid State Chemistry (1995) 114,  p. 15-23",10.23020(16) 10.23020(16) 10.23020(16) 90. 90. 90.,293,A2B2X7,Lead gadolinium ruthenium oxide (0.2/1.8/2/6.96),,,7.92,1995,01-083-0244,,
79332,F d -3 m Z,Gd2 (Ru2 O7),Ca2Nb2O7,"Journal of Solid State Chemistry (1995) 114,  p. 15-23",10.2281(2) 10.2281(2) 10.2281(2) 90. 90. 90.,293,A2B2X7,Digadolinium diruthenate(IV),,,7.8,1995,01-083-0245,,
79391,F d -3 m Z,Tl2 Nb2 O7,Ca2Nb2O7,"Journal of Solid State Chemistry (1995) 114,  p. 575-584",10.6220(2) 10.6220(2) 10.6220(2) 90. 90. 90.,293,A2B2X7,Thallium Thallium(III) niobium oxide (1/1/2/7),,,7.83,1995,01-083-0303,,
79521,F d -3 m Z,Y2 ((Zr0.3 Ti0.7)2 O7),Eu2Zr2O7,"Journal of Solid State Chemistry (1995) 117,  p. 108-121",10.1901(2) 10.1901(2) 10.1901(2) 90. 90. 90.,293,A2B2X7,Yttrium zirconium titanium oxide (2/0.6/1.4/7),,,5.17,1995,01-083-0431,,
79522,F d -3 m Z,Y2 ((Zr0.45 Ti0.55)2 O7),Eu2Zr2O7,"Journal of Solid State Chemistry (1995) 117,  p. 108-121",10.2437(3) 10.2437(3) 10.2437(3) 90. 90. 90.,293,A2B2X7,Yttrium zirconium titanium oxide (2/0.9/1.1/7),,,5.25,1995,01-083-0432,,
79523,F d -3 m Z,Y2 ((Zr0.6 Ti0.4)2 O6.99),Eu2Zr2O7,"Journal of Solid State Chemistry (1995) 117,  p. 108-121",10.2810(5) 10.2810(5) 10.2810(5) 90. 90. 90.,293,A2B2X7,Yttrium zirconium titanium oxide (2/1.2/0.8/7),,,5.35,1995,01-083-0433,,
79733,F d -3 m Z,Y2 (Ru2 O7),Ca2Nb2O7,"Acta Crystallographica, Section C: Crystal Structure Communications (1995) 51,  p. 790-792",10.1429(2) 10.1429(2) 10.1429(2) 90. 90. 90.,295,A2B2X7,Diyttrium diruthenate(IV),,,6.26,1995,01-083-0637,,
82303,F d -3 m Z,Pr2 (Ru2 O7),Ca2Nb2O7,"Journal of Solid State Chemistry (1996) 126,  p. 261-270",10.3775(1) 10.3775(1) 10.3775(1) 90. 90. 90.,293,A2B2X7,Dipraseodymium diruthenate(IV),,,7.08,1996,01-086-1213,,
82304,F d -3 m Z,Nd2 (Ru2 O7),Ca2Nb2O7,"Journal of Solid State Chemistry (1996) 126,  p. 261-270",10.3442(1) 10.3442(1) 10.3442(1) 90. 90. 90.,293,A2B2X7,Dineodymium diruthenate(IV),,,7.23,1996,01-086-1214,,
82305,F d -3 m Z,Tb2 (Ru2 O7),Ca2Nb2O7,"Journal of Solid State Chemistry (1996) 126,  p. 261-270",10.2063(1) 10.2063(1) 10.2063(1) 90. 90. 90.,293,A2B2X7,Diterbium diruthenate(IV),,,7.9,1996,01-086-1215,,
82306,F d -3 m Z,Yb2 (Ru2 O7),Ca2Nb2O7,"Journal of Solid State Chemistry (1996) 126,  p. 261-270",10.0752(2) 10.0752(2) 10.0752(2) 90. 90. 90.,293,A2B2X7,Diytterbium diruthenate(IV),,,8.58,1996,01-086-1216,,
82956,F d -3 m Z,La2 (Sn2 O7),Ca2Nb2O7,"Materials Science Forum (1996) 228,  p. 753-758",10.7026(1) 10.7026(1) 10.7026(1) 90. 90. 90.,295,A2B2X7,Dilanthanum distannate,,,6.8,1996,01-087-1218,,
82957,F d -3 m Z,Pr2 (Sn2 O7),Ca2Nb2O7,"Materials Science Forum (1996) 228,  p. 753-758",10.6004(1) 10.6004(1) 10.6004(1) 90. 90. 90.,295,A2B2X7,Dipraseodymium distannate,,,7.04,1996,01-087-1219,,
82958,F d -3 m Z,Nd2 (Sn2 O7),Ca2Nb2O7,"Materials Science Forum (1996) 228,  p. 753-758",10.5671(1) 10.5671(1) 10.5671(1) 90. 90. 90.,295,A2B2X7,Dineodymium distannate,,,7.18,1996,01-087-1220,,
82959,F d -3 m Z,Tb2 (Sn2 O7),Ca2Nb2O7,"Materials Science Forum (1996) 228,  p. 753-758",10.4235(2) 10.4235(2) 10.4235(2) 90. 90. 90.,295,A2B2X7,Diterbium distannate,,,7.83,1996,01-087-1221,,
82960,F d -3 m Z,Dy2 (Sn2 O7),Ca2Nb2O7,"Materials Science Forum (1996) 228,  p. 753-758",10.3979(3) 10.3979(3) 10.3979(3) 90. 90. 90.,295,A2B2X7,Didysprosium distanate,,,7.97,1996,01-087-1222,,
82961,F d -3 m Z,Ho2 (Sn2 O7),Ca2Nb2O7,"Materials Science Forum (1996) 228,  p. 753-758",10.3726(2) 10.3726(2) 10.3726(2) 90. 90. 90.,295,A2B2X7,Diholmium distannate,,,8.09,1996,01-087-1223,,
82962,F d -3 m Z,Er2 (Sn2 O7),Ca2Nb2O7,"Materials Science Forum (1996) 228,  p. 753-758",10.3504(1) 10.3504(1) 10.3504(1) 90. 90. 90.,295,A2B2X7,Dierbium distannate,,,8.19,1996,01-087-1224,,
82963,F d -3 m Z,Tm2 (Sn2 O7),Ca2Nb2O7,"Materials Science Forum (1996) 228,  p. 753-758",10.3262(2) 10.3262(2) 10.3262(2) 90. 90. 90.,295,A2B2X7,Dithulium distannate,,,8.29,1996,01-087-1225,,
82964,F d -3 m Z,Yb2 (Sn2 O7),Ca2Nb2O7,"Materials Science Forum (1996) 228,  p. 753-758",10.3046(1) 10.3046(1) 10.3046(1) 90. 90. 90.,295,A2B2X7,Diytterbium distannate,,,8.44,1996,01-087-1226,,
82965,F d -3 m Z,Lu2 (Sn2 O7),Ca2Nb2O7,"Materials Science Forum (1996) 228,  p. 753-758",10.2917(2) 10.2917(2) 10.2917(2) 90. 90. 90.,295,A2B2X7,Dilutetium distannate,,,8.52,1996,01-087-1227,,
